expert_id,exper_name,rating,count
829,sangeeta talwar,60,1,
835,sanjay sachdev,60,1,
841,sanjay suri,60,2,
843,sanjeev kumar singh,60,1,
845,sanjeev singh,60,1,
848,sanjiv shah,60,1,
849,sanjoy bhattacharyya,60,1,
853,santosh singh,60,25,
861,scott darling,60,1,
862,sean darby,60,1,
870,shardul pradhan,60,1,
875,shashibhushan .m.r of way2wealth brokers,60,1,
879,shiv puri,60,1,
880,shreekant javalgekar,60,1,
881,shrenik gujrathi,60,3,
887,siddharth sedani,60,2,
902,stephen dover,60,1,
905,subhadip mitra,60,2,
912,sujay shetty,60,1,
913,sumaira abidi,60,3,
920,sunil jain,60,1,
923,sunita sachdeva,60,3,
925,surendra goyal,60,4,
929,surya narayan patra,60,5,
938,tai hui,60,4,
941,tarun lakhotia,60,3,
943,teresa berger,60,1,
945,tim dickson,60,1,
950,tom levinson,60,1,
951,tom price,60,2,
956,unmesh sharma,60,1,
976,vijay goel,60,1,
977,vijay sarathi,60,2,
978,vijayaraghavan g,60,1,
982,vikas halan,60,1,
989,vikram suryavanshi,60,6,
996,viral shah,60,1,
998,vishal bhargava,60,1,
1003,vivek gujrati,60,3,
1004,vivek gupta,60,1,
1014,wellindia,60,1,
1016,yogesh kirve,60,1,
223,deepak shenoy,59.8062393039,74,
697,radhika gupta,59.6208530806,211,
137,ashwani gujral,59.5413081397,98,
351,hitesh goel,59.257918552,25,
456,kunal saraogi,59.2392969372,412,
136,ashu madan,59.2235824757,207,
299,gautam trivedi,59.0915097523,88,
568,murtuza arsiwalla,59,20,
721,rakesh bansal,58.7620046209,47,
129,ashish kapur,58.717417121,101,
670,pramod gubbi,58.7101109851,31,
484,manas jaiswal,58.6716099611,427,
42,ajay shethiya,58.6666666667,15,
975,vijay chopra,58.5982599685,28,
891,simi bhaumik,58.5901738577,39,
469,lokesh garg,58.5738712361,14,
463,lancelot d cunha,58.4845310427,129,
308,giriraj daga,58.4615384615,13,
131,ashish kyal,58.3838748368,86,
855,sarabjit kour nangra,58.2857142857,35,
372,jagannadham thununguntla,58.2794702681,109,
995,vineetha athrey,58.0776535342,52,
888,siddharth teli,58.064516129,31,
607,niraj mansingka,57.7777777778,9,
741,ravi menon,57.7777777778,9,
867,shane oliver,57.5764614789,33,
526,maximus securities,57.4256046484,208,
531,meghana malkan,57.4193548387,124,
254,dipen sheth,57.3913043478,92,
884,shubham agarwal,57.3891322425,255,
666,prakash gaba,57.1729036785,99,
864,seth r freeman,57.143357706,7,
489,mangesh bhadang,57.1428571429,7,
521,mark priest,57.1428571429,7,
722,rakesh gandhi,57.1428571429,21,
866,shane lee,57.1428571429,7,
495,manish hathiramani,57.1313131313,105,
92,aniruddha mehta,57.0893145425,13,
858,saurabh mittal,57.0731707317,41,
400,jitender kumar,57.0667253909,19,
344,hemindra hazari,57,20,
865,shahina mukadam,56.9822349202,172,
632,pankaj jain,56.8330312415,216,
395,jignesh shial,56.8,25,
689,r sreesankar,56.7441860465,43,
257,dominic bunning,56.6666666667,6,
594,nick verdi,56.6666666667,6,
343,hemen kapadia,56.280882536,191,
414,jonathan schiessl,56,5,
600,nilesh jasani,56,5,
940,tarun kataria,56,5,
906,sudarshan sukhani,55.8389789639,10258,
100,anmol ganjoo,55.3846153846,13,
885,siddarth bhamre,55.2389822744,179,
475,madhusudan kela,55.0196547145,4,
653,philip poole,55,8,
99,ankur rudra,54.6666666667,30,
163,bhavesh gandhi,54.6666666667,15,
291,gaurav doshi,54.6632996633,11,
353,hitesh shah,54.3683319832,14,
1001,vishal kshatriya,54.3552691434,87,
334,hartmut issel,54.1176470588,17,
231,devesh kumar,53.3760362916,6,
312,gopi suvanam,53.3528595123,153,
695,rabindra nath nayak,53.3333333333,6,
775,rohit chordia,53.3333333333,9,
910,suhas hari,53.3333333333,6,
962,v s fernando,53.3333333333,3,
832,sanjay manyal,52.8,25,
654,piyush jain,52.5,8,
662,praful bohra,52.5,8,
869,shanti ekambaram,52,5,
772,rohan korde,51.4285714286,7,
446,kr bharat,50.7692307692,13,
386,jay thakkar,50,6,
494,manish chowdhary,50,6,
882,shreya roy,50,10,
735,ranjit kapadia,48.8888888889,9,
901,sriram rathi,48,10,
522,markus rosgen,47.5,8,
93,anirudh dutta,46.6666666667,3,
154,ben cavander,46.6666666667,3,
416,joshua raymond,46.6666666667,3,
553,mohan shenoi,46.6666666667,3,
792,s. naganath,46.6666666667,3,
911,suhas harinarayanan,46.6666666667,3,
233,devika ghosh,45,4,
567,mukul garg,45,4,
265,emkay commodity research,40.0442359249,5,
250,dinesh thakkar,40,3,
387,jayant manglik,40,3,
398,jim rogers,40,2,
439,kenneth andrade,40,3,
625,nizam idris,40,3,
726,rakshit ranjan,40,2,
766,robert johnson,40,2,
797,sagar rastogi,40,3,
970,venkatesh b,40,3,
984,vikas mantri,40,2,
194,chris roberts,37.1428571429,7,
549,mitra joshi,37.1428571429,7,
15,abhinav sharma,30,2,
267,enzio von pfeil,30,2,
710,rajan malik,30,2,
812,sampath kumar,30,6,
961,v k sharma,30,2,
758,ritika dange,28,5,
209,darpin shah,20,3,
441,khoon goh,20,3,
458,kunal sheth,20,3,
2,a c choksi,0,48,
30,adhidev chattopadhyay,0,1,
32,aditya birla money,0,610,
46,ak purwar,0,0,
85,angel broking,0,2523,
104,antique stock,0,0,
112,arihant capital,0,0,
125,ashish chauhan,0,1,
128,ashish jagnani,0,0,
134,ashok motiani,0,1,
142,atul kumar,0,1,
149,axis securities,0,0,
199,christy tan,0,1,
215,david pezarkar,0,1,
256,dolat capital,0,517,
266,emkay global financial services,0,1913,
270,ethan harris,0,1,
279,firstcall research,0,1483,
287,gaurang kakkad,0,1,
321,gulpreet kohli,0,0,
340,hemang jani,0,0,
357,icicidirect.com,0,1792,
360,iifl,0,1240,
363,india forex advisors,0,0,
380,jamie fahy,0,1,
391,jens yahya zimmermann,0,1,
429,kamlesh kotak,0,0,
436,karvy stock broking,0,865,
445,kotak securities,0,181,
481,mahesh uppal,0,1,
511,manoj menon,0,0,
525,mary ann bartels,0,1,
570,nagaraj kulkarni,0,0,
611,nirmal bang,0,910,
659,prabhudas lilladher,0,1463,
709,raj majumder,0,1,
748,religare retail research,0,235,
771,roger manser,0,1,
799,sahaj agrawal,0,1,
871,sharekhan,0,763,
893,skp securities,0,159,
899,spa research,0,213,
904,stuart milne,0,1,
971,ventura,0,155,
1019,avinash gorakshakar,0,0,
232,devesh kumar,,70.0078698846,4
288,gaurang kakkad,,80,5
325,gv giri,,60,2
493,manish chokhani,,66.6666666667,3
690,r sreesankar,,69.7677422217,27
836,sanjay sethi,,0,1
